Year,Month,Median,2.5 Percentile,97.5 Percentile
1950.0,   1.0,  71.5,  59.5,  82.9
1950.0,   2.0,  72.6,  60.7,  83.8
1950.0,   3.0,  74.5,  62.5,  85.8
1950.0,   4.0,  84.7,  72.6,  97.3
1950.0,   5.0,  74.3,  62.1,  87.1
1950.0,   6.0, 111.0,  99.0, 124.0
1950.0,   7.0, 115.8, 102.4, 128.6
1950.0,   8.0, 113.4, 100.3, 126.5
1950.0,   9.0, 106.4,  93.5, 119.1
1950.0,  10.0,  84.3,  72.8,  96.3
1950.0,  11.0,  68.5,  56.6,  80.3
1950.0,  12.0,  87.5,  75.5, 100.4
1951.0,   1.0,  75.4,  63.9,  87.4
1951.0,   2.0,  77.1,  65.4,  88.8
1951.0,   3.0,  76.4,  64.9,  87.2
1951.0,   4.0,  84.5,  72.4,  97.0
1951.0,   5.0,  90.7,  78.4, 102.3
1951.0,   6.0, 107.8,  95.2, 120.5
1951.0,   7.0, 107.2,  94.1, 120.9
1951.0,   8.0, 109.6,  95.7, 122.9
1951.0,   9.0, 111.7,  98.2, 124.7
1951.0,  10.0,  90.6,  78.2, 101.8
1951.0,  11.0,  69.4,  57.3,  81.3
1951.0,  12.0,  59.9,  48.0,  72.0
1952.0,   1.0,  67.4,  55.6,  79.3
1952.0,   2.0,  62.2,  50.7,  73.7
1952.0,   3.0,  76.5,  65.1,  88.2
1952.0,   4.0,  77.2,  65.4,  89.2
1952.0,   5.0,  89.7,  77.5, 101.7
1952.0,   6.0, 111.3,  98.3, 124.4
1952.0,   7.0, 115.4, 103.3, 128.9
1952.0,   8.0, 114.4, 100.5, 127.4
1952.0,   9.0,  96.8,  84.8, 109.4
1952.0,  10.0,  78.8,  65.9,  90.9
1952.0,  11.0,  81.3,  69.9,  93.0
1952.0,  12.0,  96.7,  84.9, 108.6
1953.0,   1.0,  71.0,  59.1,  82.6
1953.0,   2.0,  68.8,  57.9,  79.6
1953.0,   3.0,  79.5,  67.9,  90.6
1953.0,   4.0,  79.0,  66.7,  91.0
1953.0,   5.0,  89.7,  77.3, 102.5
1953.0,   6.0, 100.5,  87.2, 113.3
1953.0,   7.0, 101.9,  88.3, 114.2
1953.0,   8.0, 119.3, 105.7, 132.7
1953.0,   9.0, 126.4, 113.0, 139.7
1953.0,  10.0,  78.9,  66.6,  90.9
1953.0,  11.0,  86.4,  74.0,  97.7
1953.0,  12.0,  90.8,  78.3, 103.0
1954.0,   1.0,  81.8,  69.9,  93.2
