Year,Month,Median,2.5 Percentile,97.5 Percentile
 1950,    1, 6160, 5953, 6348
 1950,    2, 6369, 6159, 6565
 1950,    3, 6595, 6403, 6792
 1950,    4, 7310, 7111, 7511
 1950,    5, 7467, 7262, 7686
 1950,    6, 7454, 7248, 7660
 1950,    7, 7230, 7017, 7436
 1950,    8, 7029, 6825, 7271
 1950,    9, 6854, 6667, 7041
 1950,   10, 6591, 6371, 6767
 1950,   11, 6643, 6447, 6853
 1950,   12, 6722, 6483, 6916
 1951,    1, 6932, 6737, 7147
 1951,    2, 6456, 6263, 6662
 1951,    3, 7328, 7140, 7534
 1951,    4, 7853, 7637, 8058
 1951,    5, 8207, 7998, 8446
 1951,    6, 8212, 8014, 8411
 1951,    7, 8126, 7914, 8359
 1951,    8, 7787, 7587, 7978
 1951,    9, 7450, 7272, 7634
 1951,   10, 7126, 6902, 7325
 1951,   11, 7000, 6810, 7195
 1951,   12, 6985, 6777, 7183
 1952,    1, 7139, 6926, 7338
 1952,    2, 7382, 7209, 7560
 1952,    3, 7636, 7461, 7831
 1952,    4, 8156, 7945, 8370
 1952,    5, 8430, 8219, 8604
 1952,    6, 8490, 8274, 8697
 1952,    7, 8339, 8127, 8539
 1952,    8, 7891, 7707, 8095
 1952,    9, 7592, 7407, 7784
 1952,   10, 7535, 7337, 7744
 1952,   11, 7069, 6904, 7257
 1952,   12, 7226, 7040, 7415
 1953,    1, 7114, 6900, 7307
 1953,    2, 7232, 7027, 7426
 1953,    3, 7283, 7073, 7471
 1953,    4, 7842, 7656, 8046
 1953,    5, 7743, 7512, 7962
 1953,    6, 7888, 7650, 8077
 1953,    7, 7685, 7487, 7911
 1953,    8, 7472, 7274, 7690
 1953,    9, 7354, 7164, 7538
 1953,   10, 6898, 6707, 7083
 1953,   11, 6677, 6475, 6885
 1953,   12, 6757, 6583, 6935
 1954,    1, 6514, 6327, 6685
 1954,    2, 6489, 6316, 6667
 1954,    3, 7188, 6996, 7369
 1954,    4, 7548, 7334, 7728
 1954,    5, 7931, 7713, 8139
 1954,    6, 7837, 7641, 8058
 1954,    7, 7712, 7498, 7915
 1954,    8, 7369, 7180, 7576
 1954,    9, 7118, 6897, 7302
 1954,   10, 6947, 6760, 7144
 1954,   11, 6970, 6775, 7198
 1954,   12, 7225, 7026, 7420
 1955,    1, 7147, 6950, 7329
 1955,    2, 6938, 6757, 7123
 1955,    3, 7484, 7293, 7680
 1955,    4, 8044, 7844, 8247
 1955,    5, 8337, 8106, 8553
 1955,    6, 8098, 7878, 8290
 1955,    7, 7775, 7576, 7978
 1955,    8, 7463, 7258, 7646
 1955,    9, 7228, 7020, 7429
 1955,   10, 7264, 7078, 7488
 1955,   11, 7368, 7163, 7538
 1955,   12, 7097, 6908, 7303
 1956,    1, 6793, 6590, 6988
 1956,    2, 6732, 6543, 6913
 1956,    3, 6734, 6557, 6922
 1956,    4, 7213, 7009, 7411
 1956,    5, 7601, 7422, 7818
 1956,    6, 7932, 7671, 8170
 1956,    7, 7713, 7484, 7902
 1956,    8, 7395, 7199, 7614
 1956,    9, 7409, 7213, 7603
 1956,   10, 6839, 6652, 7034
 1956,   11, 6932, 6718, 7110
 1956,   12, 6680, 6453, 6844
 1957,    1, 6542, 6349, 6748
 1957,    2, 6451, 6281, 6649
 1957,    3, 6643, 6477, 6858
 1957,    4, 6975, 6786, 7187
 1957,    5, 7112, 6886, 7356
 1957,    6, 7030, 6806, 7226
 1957,    7, 6944, 6738, 7155
 1957,    8, 6954, 6757, 7152
 1957,    9, 6660, 6475, 6859
 1957,   10, 6529, 6344, 6698
 1957,   11, 6104, 5912, 6295
 1957,   12, 6185, 5998, 6359
 1958,    1, 6346, 6157, 6530
 1958,    2, 6110, 5942, 6299
 1958,    3, 6230, 6051, 6407
 1958,    4, 6700, 6491, 6874
 1958,    5, 6700, 6479, 6896
 1958,    6, 6653, 6472, 6861
 1958,    7, 6632, 6442, 6841
 1958,    8, 6433, 6257, 6652
 1958,    9, 6265, 6075, 6455
 1958,   10, 6218, 5998, 6462
 1958,   11, 5983, 5778, 6179
 1958,   12, 5886, 5695, 6060
 1959,    1, 5153, 4962, 5326
 1959,    2, 5336, 5154, 5515
 1959,    3, 5725, 5555, 5914
 1959,    4, 7028, 6817, 7263
 1959,    5, 7435, 7241, 7647
 1959,    6, 7595, 7402, 7813
 1959,    7, 7338, 7136, 7547
 1959,    8, 6800, 6605, 6989
 1959,    9, 6375, 6197, 6578
 1959,   10, 6143, 5963, 6342
 1959,   11, 6078, 5879, 6257
 1959,   12, 6031, 5841, 6242
 1960,    1, 5970, 5804, 6156
 1960,    2, 6163, 5946, 6324
 1960,    3, 6527, 6333, 6727
 1960,    4, 6810, 6577, 7020
 1960,    5, 7513, 7310, 7692
 1960,    6, 8135, 7917, 8329
 1960,    7, 7726, 7522, 7917
 1960,    8, 7363, 7192, 7568
 1960,    9, 6792, 6601, 6984
 1960,   10, 5837, 5627, 5993
 1960,   11, 6024, 5859, 6217
 1960,   12, 6082, 5895, 6305
 1961,    1, 6079, 5887, 6267
 1961,    2, 6107, 5904, 6275
 1961,    3, 6077, 5844, 6291
 1961,    4, 6422, 6216, 6630
 1961,    5, 7222, 7045, 7411
 1961,    6, 7928, 7735, 8133
 1961,    7, 7629, 7436, 7822
 1961,    8, 7303, 7124, 7499
 1961,    9, 6999, 6814, 7189
 1961,   10, 6657, 6481, 6856
 1961,   11, 6239, 6068, 6419
 1961,   12, 6285, 6098, 6465
 1962,    1, 6112, 5927, 6294
 1962,    2, 5992, 5804, 6192
 1962,    3, 5861, 5691, 6043
 1962,    4, 5631, 5421, 5820
 1962,    5, 5778, 5579, 5956
 1962,    6, 6256, 6067, 6468
 1962,    7, 6273, 6060, 6485
 1962,    8, 6228, 6020, 6407
 1962,    9, 6223, 6037, 6437
 1962,   10, 6180, 5989, 6368
 1962,   11, 5913, 5727, 6105
 1962,   12, 6161, 5985, 6345
 1963,    1, 6164, 5986, 6349
 1963,    2, 6120, 5941, 6307
 1963,    3, 5671, 5486, 5862
 1963,    4, 5655, 5438, 5849
